name,status,length
3454355_0008.h5,transfered successed,995875
3455878_0004.h5,transfered successed,3408125
3455878_0007.h5,transfered successed,1152875
3455878_0009.h5,transfered successed,904125
3455878_0013.h5,transfered successed,1505125
3456062_0034.h5,transfered successed,2270250
3456062_0071.h5,transfered successed,853250
3456062_0080.h5,transfered successed,1161375
3456828_0033.h5,transfered successed,12258125
3457209_0014.h5,transfered successed,103375
3457209_0017.h5,transfered successed,7046250
3457209_0020.h5,transfered successed,1765375
3460399_0036.h5,transfered successed,9585250
3460553_0001.h5,transfered successed,4304875
3460553_0002.h5,transfered successed,5330125
3460553_0004.h5,transfered successed,1159875
3461134_0018.h5,transfered successed,2827250
3461134_0021.h5,transfered successed,6672125
3463129_0002.h5,transfered successed,1683500
3463129_0005.h5,transfered successed,2812125
3463129_0033.h5,transfered successed,734000
3463129_0034.h5,transfered successed,1275750
3463129_0040.h5,transfered successed,43250
3463129_0042.h5,transfered successed,38125
3463333_0027.h5,transfered successed,7563375
3463333_0030.h5,transfered successed,4859875
3464308_0007.h5,transfered successed,2632000
3464308_0008.h5,transfered successed,1562750
3467153_0012.h5,transfered successed,106000
3467153_0013.h5,transfered successed,265000
3467153_0014.h5,transfered successed,2917125
3467510_0019.h5,transfered successed,137125
3467510_0034.h5,transfered successed,2715750
3467510_0049.h5,transfered successed,590750
3467510_0058.h5,transfered successed,573750
3467510_0062.h5,transfered successed,263125
3467510_0080.h5,transfered successed,780875
3467510_0107.h5,transfered successed,605375
3467510_0118.h5,transfered successed,701000
3467510_0138.h5,transfered successed,207375
3467510_0146.h5,transfered successed,593500
3467552_0021.h5,transfered successed,18435125
3469563_0004.h5,transfered successed,3396000
3469563_0007.h5,transfered successed,7387750
3470021_0005.h5,transfered successed,1289375
3470021_0008.h5,transfered successed,921000
3470021_0011.h5,transfered successed,227500
3470021_0016.h5,transfered successed,321625
3470021_0019.h5,transfered successed,298375
3470021_0022.h5,transfered successed,1026250
3470021_0025.h5,transfered successed,4756125
3470021_0031.h5,transfered successed,618125
3470664_0010.h5,transfered successed,1747875
3470664_0012.h5,transfered successed,2186750
3470664_0015.h5,transfered successed,266500
3470664_0054.h5,transfered successed,207750
3470664_0064.h5,transfered successed,130625
3470664_0066.h5,transfered successed,1047500
3470664_0067.h5,transfered successed,78250
3470664_0072.h5,transfered successed,855250
3470664_0073.h5,transfered successed,145750
3470664_0084.h5,transfered successed,4068000
3470664_0093.h5,transfered successed,140875
3471450_0008.h5,transfered successed,68250
3471450_0013.h5,transfered successed,2935500
3471450_0021.h5,transfered successed,905000
3471450_0024.h5,transfered successed,384000
3471450_0030.h5,transfered successed,577125
3471450_0033.h5,transfered successed,110000
3471450_0039.h5,transfered successed,670125
3471450_0042.h5,transfered successed,373625
3471450_0045.h5,transfered successed,1615875
3471450_0048.h5,transfered successed,239875
3471450_0051.h5,transfered successed,302000
3471450_0054.h5,transfered successed,2302750
3471450_0073.h5,transfered successed,2986500
3471450_0079.h5,transfered successed,1378750
3471450_0081.h5,transfered successed,53875
3471450_0088.h5,transfered successed,49750
3472281_0004.h5,transfered successed,59375
3472281_0007.h5,transfered successed,364250
3472281_0031.h5,transfered successed,108750
3472281_0034.h5,transfered successed,104625
3472281_0037.h5,transfered successed,46625
3472281_0040.h5,transfered successed,50500
3472281_0055.h5,transfered successed,208750
3472281_0058.h5,transfered successed,231000
3472281_0061.h5,transfered successed,259875
3472281_0070.h5,transfered successed,96500
3472281_0091.h5,transfered successed,573000
3472281_0112.h5,transfered successed,85250
3472281_0115.h5,transfered successed,82250
3472281_0124.h5,transfered successed,372625
3472281_0127.h5,transfered successed,334250
3472281_0133.h5,transfered successed,691500
3472281_0136.h5,transfered successed,36875
3472281_0145.h5,transfered successed,135625
3472281_0148.h5,transfered successed,56000
3472281_0151.h5,transfered successed,140750
3472281_0166.h5,transfered successed,249125
3472281_0172.h5,transfered successed,84625
3472281_0175.h5,transfered successed,56500
3472281_0178.h5,transfered successed,256375
3472281_0195.h5,transfered successed,313500
3472281_0201.h5,transfered successed,313625
3472281_0205.h5,transfered successed,75125
3472281_0217.h5,transfered successed,67000
3472281_0220.h5,transfered successed,457750
3472281_0229.h5,transfered successed,133875
3472281_0235.h5,transfered successed,732125
3472281_0241.h5,transfered successed,75375
3472281_0247.h5,transfered successed,50000
3472281_0253.h5,transfered successed,441125
3472281_0268.h5,transfered successed,614000
3472281_0280.h5,transfered successed,54000
3472281_0310.h5,transfered successed,71500
3472281_0328.h5,transfered successed,75125
3472281_0348.h5,transfered successed,276375
3472281_0375.h5,transfered successed,42000
3472281_0383.h5,transfered successed,179250
3472281_0401.h5,transfered successed,88500
3472281_0437.h5,transfered successed,303000
3472281_0440.h5,transfered successed,39875
3472281_0443.h5,transfered successed,97625
3472281_0446.h5,transfered successed,42750
3472281_0458.h5,transfered successed,221750
3472281_0464.h5,transfered successed,306000
3472281_0467.h5,transfered successed,230500
3472281_0482.h5,transfered successed,336500
3472281_0497.h5,transfered successed,144000
3472281_0500.h5,transfered successed,66000
3472281_0506.h5,transfered successed,56500
3472281_0509.h5,transfered successed,65000
3472281_0518.h5,transfered successed,209125
3472281_0524.h5,transfered successed,65750
3472281_0536.h5,transfered successed,37750
3472281_0539.h5,transfered successed,336625
3472281_0542.h5,transfered successed,184625
3472281_0545.h5,transfered successed,636875
3472281_0548.h5,transfered successed,468000
3472281_0554.h5,transfered successed,84125
3472281_0557.h5,transfered successed,74000
3472281_0563.h5,transfered successed,67375
3472281_0569.h5,transfered successed,84500
3472281_0572.h5,transfered successed,65750
3472281_0578.h5,transfered successed,131500
3472281_0581.h5,transfered successed,41500
3472281_0587.h5,transfered successed,157750
3472281_0593.h5,transfered successed,61000
3472281_0617.h5,transfered successed,38250
3472281_0626.h5,transfered successed,130125
3472281_0647.h5,transfered successed,103125
3472281_0656.h5,transfered successed,141750
3472281_0683.h5,transfered successed,56375
3472281_0686.h5,transfered successed,95625
3472281_0710.h5,transfered successed,95750
3472281_0719.h5,transfered successed,36875
3472281_0722.h5,transfered successed,71375
3472281_0725.h5,transfered successed,86125
3472281_0728.h5,transfered successed,104625
3472281_0749.h5,transfered successed,43750
3472281_0755.h5,transfered successed,45625
3472281_0758.h5,transfered successed,356250
3472281_0767.h5,transfered successed,79500
3472281_0788.h5,transfered successed,83250
3472281_0800.h5,transfered successed,336250
3472281_0821.h5,transfered successed,61375
3472281_0863.h5,transfered successed,83875
3472281_0872.h5,transfered successed,54000
3472281_0875.h5,transfered successed,159250
3472281_0887.h5,transfered successed,118625
3472281_0899.h5,transfered successed,59000
3472281_0914.h5,transfered successed,70500
3472281_0917.h5,transfered successed,68875
3472281_0935.h5,transfered successed,87125
3472281_0980.h5,transfered successed,42875
3472281_0998.h5,transfered successed,58250
3472281_1013.h5,transfered successed,39125
3472281_1022.h5,transfered successed,128500
3472281_1040.h5,transfered successed,284000
3472281_1046.h5,transfered successed,72625
3472281_1049.h5,transfered successed,47375
3472281_1055.h5,transfered successed,56875
3472281_1058.h5,transfered successed,57125
3472281_1088.h5,transfered successed,73375
3472281_1103.h5,transfered successed,47625
3472281_1117.h5,transfered successed,73875
3472281_1123.h5,transfered successed,300000
3472281_1128.h5,transfered successed,154750
3472281_1137.h5,transfered successed,128750
3472281_1140.h5,transfered successed,60250
3472281_1143.h5,transfered successed,73875
3472281_1158.h5,transfered successed,111000
3472281_1164.h5,transfered successed,59000
3472281_1170.h5,transfered successed,75500
3472281_1173.h5,transfered successed,55750
3472281_1176.h5,transfered successed,36125
3472281_1179.h5,transfered successed,35750
3472281_1185.h5,transfered successed,177500
3472281_1194.h5,transfered successed,81250
3472281_1197.h5,transfered successed,222125
3472281_1303.h5,transfered successed,43750
3472281_1306.h5,transfered successed,139750
3472281_1342.h5,transfered successed,58375
3472281_1345.h5,transfered successed,84125
3472281_1348.h5,transfered successed,44875
3472281_1354.h5,transfered successed,38875
3472281_1366.h5,transfered successed,52375
3472281_1378.h5,transfered successed,59000
3472281_1387.h5,transfered successed,41875
3472281_1399.h5,transfered successed,82000
3472281_1417.h5,transfered successed,41125
3472281_1452.h5,transfered successed,127250
3472281_1455.h5,transfered successed,236750
3472281_1458.h5,transfered successed,97750
3472281_1461.h5,transfered successed,43625
3472281_1470.h5,transfered successed,75875
3472281_1482.h5,transfered successed,100875
3472281_1500.h5,transfered successed,103375
3472281_1512.h5,transfered successed,66125
3472281_1530.h5,transfered successed,139500
3472281_1545.h5,transfered successed,260750
3472281_1554.h5,transfered successed,121500
3472281_1557.h5,transfered successed,40875
3472281_1560.h5,transfered successed,68375
3472281_1566.h5,transfered successed,41250
3472281_1575.h5,transfered successed,105375
3472281_1622.h5,transfered successed,61375
3472281_1658.h5,transfered successed,358250
3472281_1709.h5,transfered successed,52000
3472281_1712.h5,transfered successed,214625
3472281_1715.h5,transfered successed,1124125
3472281_1718.h5,transfered successed,396000
3472281_1721.h5,transfered successed,448750
3472281_1724.h5,transfered successed,75750
3472281_1751.h5,transfered successed,268375
3472281_1754.h5,transfered successed,371250
3472281_1757.h5,transfered successed,522375
3472281_1763.h5,transfered successed,64250
3472281_1775.h5,transfered successed,193000
3472281_1796.h5,transfered successed,94000
3472281_1799.h5,transfered successed,85250
3472281_1808.h5,transfered successed,608500
3472281_1814.h5,transfered successed,115625
3472281_1817.h5,transfered successed,894125
3472281_1820.h5,transfered successed,472625
3472714_0013.h5,transfered successed,514625
3477122_0065.h5,transfered successed,779375
3477122_0074.h5,transfered successed,379250
3477122_0077.h5,transfered successed,87375
3477122_0087.h5,transfered successed,869750
3477122_0092.h5,transfered successed,504125
3477122_0103.h5,transfered successed,50125
3477122_0104.h5,transfered successed,187125
3477122_0108.h5,transfered successed,570250
3477122_0115.h5,transfered successed,3172000
3477122_0128.h5,transfered successed,1021000
3480209_0036.h5,transfered successed,712250
3480209_0039.h5,transfered successed,4232500
3480209_0058.h5,transfered successed,61625
3480209_0133.h5,transfered successed,1093750
3482318_0001.h5,transfered successed,3909500
3482318_0021.h5,transfered successed,4037875
3482368_0009.h5,transfered successed,126250
3482368_0011.h5,transfered successed,423500
3482368_0014.h5,transfered successed,1233125
3482368_0017.h5,transfered successed,137125
3482368_0020.h5,transfered successed,3198625
3482368_0026.h5,transfered successed,517125
3482368_0029.h5,transfered successed,5033250
3486345_0014.h5,transfered successed,800125
3486345_0017.h5,transfered successed,643375
3486345_0020.h5,transfered successed,59750
3486345_0023.h5,transfered successed,441750
3486345_0026.h5,transfered successed,604125
3486345_0029.h5,transfered successed,861000
3486345_0032.h5,transfered successed,1173375
3488291_0001.h5,transfered successed,231375
3488291_0020.h5,transfered successed,195375
3488291_0028.h5,transfered successed,7589250
3488291_0035.h5,transfered successed,1253625
3493423_0024.h5,transfered successed,3909375
3493423_0106.h5,transfered successed,50875
3493423_0113.h5,transfered successed,2477750
3493423_0171.h5,transfered successed,1650500
3493423_0174.h5,transfered successed,2345750
3493423_0181.h5,transfered successed,1697875
3493423_0189.h5,transfered successed,1240875
3493423_0219.h5,transfered successed,5388250
3493569_0011.h5,transfered successed,1097250
3493569_0013.h5,transfered successed,197375
3493569_0020.h5,transfered successed,14893125
3493569_0026.h5,transfered successed,353375
3494414_0007.h5,transfered successed,245750
3494414_0032.h5,transfered successed,2242500
3494414_0043.h5,transfered successed,2686875
3494809_0019.h5,transfered successed,1466000
3495199_0015.h5,transfered successed,48500
3495199_0023.h5,transfered successed,253250
3495199_0026.h5,transfered successed,769375
3495199_0028.h5,transfered successed,372375
3495199_0031.h5,transfered successed,511750
3495199_0037.h5,transfered successed,1487000
3495199_0040.h5,transfered successed,306750
3495199_0043.h5,transfered successed,463875
3495199_0056.h5,transfered successed,222375
3495199_0057.h5,transfered successed,294875
3495199_0061.h5,transfered successed,1608375
3495199_0068.h5,transfered successed,2121625
3495199_0071.h5,transfered successed,201625
3495199_0076.h5,transfered successed,447000
3495199_0082.h5,transfered successed,103750
3495199_0085.h5,transfered successed,153375
3495199_0096.h5,transfered successed,106625
3495199_0103.h5,transfered successed,339875
3495199_0106.h5,transfered successed,201500
3495199_0112.h5,transfered successed,412750
3495199_0116.h5,transfered successed,792625
3495199_0122.h5,transfered successed,126875
3495199_0126.h5,transfered successed,180375
3495199_0138.h5,transfered successed,306750
3495199_0144.h5,transfered successed,287875
3501350_0006.h5,transfered successed,2074375
3501350_0009.h5,transfered successed,2084250
3501350_0012.h5,transfered successed,5876000
3501369_0017.h5,transfered successed,663000
3501369_0019.h5,transfered successed,5465000
3501369_0032.h5,transfered successed,1895250
3501369_0034.h5,transfered successed,27419000
3503865_0004.h5,transfered successed,1242875
3505669_0005.h5,transfered successed,131250
3505669_0008.h5,transfered successed,1085000
3505669_0011.h5,transfered successed,869000
3505669_0014.h5,transfered successed,651625
3508464_0011.h5,transfered successed,5606375
3509498_0001.h5,transfered successed,517125
3509498_0004.h5,transfered successed,853750
3511504_0001.h5,transfered successed,2102375
3511504_0019.h5,transfered successed,3163375
3511504_0029.h5,transfered successed,5420375
3511504_0056.h5,transfered successed,2285875
3513704_0008.h5,transfered successed,13137750
3513704_0060.h5,transfered successed,179375
3513704_0070.h5,transfered successed,2136125
3513829_0016.h5,transfered successed,830375
3513829_0048.h5,transfered successed,2515750
3513829_0050.h5,transfered successed,109125
3513829_0060.h5,transfered successed,81250
3513829_0070.h5,transfered successed,328500
3513829_0081.h5,transfered successed,462375
3513829_0087.h5,transfered successed,476625
3513829_0107.h5,transfered successed,365000
3513829_0115.h5,transfered successed,829500
3513829_0124.h5,transfered successed,999625
3513829_0132.h5,transfered successed,259500
3513829_0159.h5,transfered successed,250750
3513829_0165.h5,transfered successed,416500
3513829_0171.h5,transfered successed,1343000
3513829_0227.h5,transfered successed,5563625
3513829_0240.h5,transfered successed,5336875
3514717_0047.h5,transfered successed,2457000
3515351_0005.h5,transfered successed,2585500
3516824_0018.h5,transfered successed,9871875
3516824_0026.h5,transfered successed,123375
3517681_0008.h5,transfered successed,2128375
3517681_0011.h5,transfered successed,884375
3517681_0014.h5,transfered successed,935875
3517681_0017.h5,transfered successed,786500
3517681_0020.h5,transfered successed,967250
3517681_0023.h5,transfered successed,775250
3517681_0026.h5,transfered successed,673625
3517681_0029.h5,transfered successed,496375
3517681_0034.h5,transfered successed,2218375
3517681_0037.h5,transfered successed,1969375
3517681_0038.h5,transfered successed,417125
3517681_0044.h5,transfered successed,1175000
3517727_0025.h5,transfered successed,9190875
3518206_0011.h5,transfered successed,912875
3518206_0017.h5,transfered successed,499125
3520841_0018.h5,transfered successed,103000
3520841_0023.h5,transfered successed,290625
3520841_0026.h5,transfered successed,298875
3520841_0029.h5,transfered successed,415000
3520841_0037.h5,transfered successed,96125
3520841_0046.h5,transfered successed,260625
3520841_0049.h5,transfered successed,253625
3520841_0052.h5,transfered successed,980000
3520841_0058.h5,transfered successed,184125
3520841_0061.h5,transfered successed,80875
3520841_0064.h5,transfered successed,370875
3520841_0067.h5,transfered successed,118750
3520841_0070.h5,transfered successed,148375
3520841_0076.h5,transfered successed,89500
3520841_0082.h5,transfered successed,119000
3520841_0100.h5,transfered successed,178000
3520841_0106.h5,transfered successed,478125
3520841_0109.h5,transfered successed,341750
3520841_0112.h5,transfered successed,201125
3520841_0115.h5,transfered successed,260875
3520841_0121.h5,transfered successed,479375
3520841_0127.h5,transfered successed,125500
3520841_0130.h5,transfered successed,95500
3520841_0133.h5,transfered successed,330250
3528591_0023.h5,transfered successed,834625
3531853_0003.h5,transfered successed,168250
3531853_0006.h5,transfered successed,125500
3534182_0023.h5,transfered successed,725625
3534182_0029.h5,transfered successed,2397875
3534182_0052.h5,transfered successed,66625
3534182_0061.h5,transfered successed,72500
3534182_0064.h5,transfered successed,43125
3534182_0073.h5,transfered successed,1753375
3534182_0076.h5,transfered successed,1850750
3534182_0079.h5,transfered successed,919750
3534182_0082.h5,transfered successed,40625
3534182_0088.h5,transfered successed,748375
3534182_0100.h5,transfered successed,499000
3534182_0108.h5,transfered successed,138875
3534182_0114.h5,transfered successed,419000
3534182_0126.h5,transfered successed,424250
3534182_0135.h5,transfered successed,11262875
3534182_0154.h5,transfered successed,2359625
3535276_0001.h5,transfered successed,268000
3535276_0006.h5,transfered successed,297125
3535276_0015.h5,transfered successed,7965500
3535276_0031.h5,transfered successed,2989750
3535276_0034.h5,transfered successed,2465250
3536364_0006.h5,transfered successed,2016875
3536364_0009.h5,transfered successed,3260750
3536364_0012.h5,transfered successed,2037000
3536364_0021.h5,transfered successed,409625
3536364_0036.h5,transfered successed,963875
3536364_0042.h5,transfered successed,89250
3536364_0045.h5,transfered successed,417500
3536364_0060.h5,transfered successed,43875
3536364_0063.h5,transfered successed,1185375
3536364_0064.h5,transfered successed,69375
3536512_0001.h5,transfered successed,1263875
3536512_0008.h5,transfered successed,510125
3536512_0011.h5,transfered successed,2537125
3536512_0014.h5,transfered successed,1517250
3540912_0006.h5,transfered successed,715125
3540912_0012.h5,transfered successed,669000
3540912_0021.h5,transfered successed,1230875
3540912_0024.h5,transfered successed,10699125
3540912_0027.h5,transfered successed,666500
3542653_0015.h5,transfered successed,40875
3543187_0004.h5,transfered successed,757875
3543187_0013.h5,transfered successed,1415375
3543187_0015.h5,transfered successed,1249125
3543187_0041.h5,transfered successed,769875
3543882_0002.h5,transfered successed,1343375
3544600_0022.h5,transfered successed,5666250
3544600_0023.h5,transfered successed,216125
3545385_0012.h5,transfered successed,1895500
3545385_0013.h5,transfered successed,9271625
3547544_0035.h5,transfered successed,135000
3547544_0037.h5,transfered successed,644250
3550200_0012.h5,transfered successed,1489250
3551568_0012.h5,transfered successed,310625
3551568_0017.h5,transfered successed,50375
3551568_0022.h5,transfered successed,64000
3551568_0032.h5,transfered successed,1462000
3551568_0033.h5,transfered successed,2747750
3551568_0036.h5,transfered successed,688625
3551568_0042.h5,transfered successed,418750
3551568_0057.h5,transfered successed,1234250
3552386_0008.h5,transfered successed,3017750
3553737_0008.h5,transfered successed,183250
3553737_0011.h5,transfered successed,2062750
3553737_0012.h5,transfered successed,36625
3553737_0014.h5,transfered successed,4716625
3553737_0025.h5,transfered successed,1813500
3555523_0016.h5,transfered successed,164875
3555523_0039.h5,transfered successed,785000
3555523_0042.h5,transfered successed,923250
3555523_0047.h5,transfered successed,42250
3557472_0011.h5,transfered successed,7817625
3558260_0008.h5,transfered successed,255875
3558260_0011.h5,transfered successed,724500
3558260_0014.h5,transfered successed,271375
3558260_0017.h5,transfered successed,2333125
3558260_0065.h5,transfered successed,646875
3558260_0079.h5,transfered successed,3613875
3560856_0013.h5,transfered successed,50750
3560856_0014.h5,transfered successed,489000
3562249_0007.h5,transfered successed,467250
3562249_0009.h5,transfered successed,383125
3564183_0045.h5,transfered successed,1155250
3564505_0012.h5,transfered successed,53375
3564505_0017.h5,transfered successed,318000
3565458_0038.h5,transfered successed,442500
3568617_0009.h5,transfered successed,112500
3568617_0013.h5,transfered successed,1636250
3568617_0016.h5,transfered successed,717500
3568617_0019.h5,transfered successed,1079250
3568617_0022.h5,transfered successed,3532875
3571892_0009.h5,transfered successed,1687125
3573135_0044.h5,transfered successed,289125
3573135_0056.h5,transfered successed,81500
3573135_0098.h5,transfered successed,125000
3573135_0122.h5,transfered successed,73000
3573135_0125.h5,transfered successed,104000
3573135_0131.h5,transfered successed,58500
3573135_0152.h5,transfered successed,73250
3573135_0155.h5,transfered successed,111125
3573135_0161.h5,transfered successed,329000
3573135_0208.h5,transfered successed,66375
3573135_0220.h5,transfered successed,140875
3573135_0231.h5,transfered successed,57875
3573135_0234.h5,transfered successed,58375
3573135_0246.h5,transfered successed,46500
3573135_0268.h5,transfered successed,253125
3573135_0292.h5,transfered successed,43500
3573135_0301.h5,transfered successed,88125
3573135_0319.h5,transfered successed,43500
3573135_0325.h5,transfered successed,66250
3573135_0331.h5,transfered successed,88625
3573135_0346.h5,transfered successed,43750
3573135_0355.h5,transfered successed,103500
3573135_0361.h5,transfered successed,66250
3573135_0364.h5,transfered successed,148625
3573135_0394.h5,transfered successed,51625
3573135_0397.h5,transfered successed,36000
3573135_0409.h5,transfered successed,81000
3573135_0412.h5,transfered successed,245000
3573135_0421.h5,transfered successed,51500
3573135_0424.h5,transfered successed,89125
3573135_0454.h5,transfered successed,66250
3573135_0463.h5,transfered successed,43625
3573135_0502.h5,transfered successed,132125
3573135_0511.h5,transfered successed,118250
3573135_0517.h5,transfered successed,125625
3573135_0526.h5,transfered successed,96250
3573135_0646.h5,transfered successed,66625
3573135_0667.h5,transfered successed,49500
3573135_0673.h5,transfered successed,43375
3573135_0679.h5,transfered successed,64875
3573135_0688.h5,transfered successed,95125
3573135_0703.h5,transfered successed,59000
3573135_0736.h5,transfered successed,36875
3573135_0754.h5,transfered successed,87875
3573135_0757.h5,transfered successed,200250
3573135_0780.h5,transfered successed,132125
3573135_0783.h5,transfered successed,81375
3573135_0786.h5,transfered successed,117500
3573135_0807.h5,transfered successed,245375
3573135_0813.h5,transfered successed,50500
3573135_0819.h5,transfered successed,43625
3573135_0840.h5,transfered successed,66000
3573135_0864.h5,transfered successed,58500
3573135_0897.h5,transfered successed,118750
3573135_0900.h5,transfered successed,58875
3573135_0909.h5,transfered successed,126375
3573135_0918.h5,transfered successed,51500
3573135_0939.h5,transfered successed,81250
3573135_0948.h5,transfered successed,81500
3573135_0963.h5,transfered successed,66000
3573135_0972.h5,transfered successed,88750
3573135_0993.h5,transfered successed,74000
3573135_1008.h5,transfered successed,59000
3573135_1017.h5,transfered successed,58125
3573135_1032.h5,transfered successed,268125
3573135_1065.h5,transfered successed,50750
3573135_1083.h5,transfered successed,139500
3573135_1104.h5,transfered successed,111000
3573135_1134.h5,transfered successed,140125
3573135_1191.h5,transfered successed,193250
3573135_1215.h5,transfered successed,74000
3573135_1227.h5,transfered successed,66250
3573135_1250.h5,transfered successed,50000
3573135_1274.h5,transfered successed,65750
3573135_1325.h5,transfered successed,50750
3573135_1334.h5,transfered successed,118500
3573135_1346.h5,transfered successed,73625
3573135_1367.h5,transfered successed,118500
3573135_1385.h5,transfered successed,73000
3573135_1418.h5,transfered successed,102000
3573135_1439.h5,transfered successed,4315125
3573135_1441.h5,transfered successed,707875
3573675_0015.h5,transfered successed,3723125
3575981_0045.h5,transfered successed,52875
3575981_0046.h5,transfered successed,179375
3575981_0051.h5,transfered successed,1007250
3575981_0060.h5,transfered successed,2457750
3575981_0063.h5,transfered successed,516625
3575981_0072.h5,transfered successed,591125
3575981_0073.h5,transfered successed,615250
3575981_0082.h5,transfered successed,1598875
3575981_0085.h5,transfered successed,323750
3575981_0087.h5,transfered successed,528000
3575981_0108.h5,transfered successed,36500
3575981_0121.h5,transfered successed,472875
3575981_0165.h5,transfered successed,403875
3575981_0168.h5,transfered successed,59000
3575981_0171.h5,transfered successed,441375
3575981_0174.h5,transfered successed,1646875
3575981_0177.h5,transfered successed,170250
3575981_0180.h5,transfered successed,172125
3575981_0183.h5,transfered successed,2674125
3575981_0186.h5,transfered successed,412625
3575981_0193.h5,transfered successed,500125
3575981_0196.h5,transfered successed,1904625
3575981_0223.h5,transfered successed,37750
3575981_0226.h5,transfered successed,993750
3575981_0235.h5,transfered successed,1511625
3575981_0244.h5,transfered successed,947750
3575981_0253.h5,transfered successed,1160250
3575981_0262.h5,transfered successed,1107750
3575981_0277.h5,transfered successed,643875
3575981_0279.h5,transfered successed,878250
3575981_0285.h5,transfered successed,37125
3575981_0290.h5,transfered successed,88250
3575981_0401.h5,transfered successed,101625
3578299_0007.h5,transfered successed,4468375
3601143_0013.h5,transfered successed,5111375
3603256_0010.h5,transfered successed,2428750
3604352_0007.h5,transfered successed,253000
3604430_0005.h5,transfered successed,965750
3604430_0008.h5,transfered successed,2421625
3604430_0011.h5,transfered successed,81500
3604430_0014.h5,transfered successed,2905750
3604430_0017.h5,transfered successed,741125
3604430_0020.h5,transfered successed,801125
3604430_0023.h5,transfered successed,868125
3604430_0026.h5,transfered successed,604875
3604430_0029.h5,transfered successed,6304750
3604660_0013.h5,transfered successed,153875
3604660_0031.h5,transfered successed,685625
3604660_0037.h5,transfered successed,887125
3605906_0005.h5,transfered successed,1669000
3605906_0008.h5,transfered successed,1505125
3605906_0011.h5,transfered successed,170750
3605906_0014.h5,transfered successed,621250
3605906_0017.h5,transfered successed,1297250
3605906_0025.h5,transfered successed,274125
3605906_0028.h5,transfered successed,105375
3605906_0031.h5,transfered successed,118250
3605906_0034.h5,transfered successed,628625
3605906_0037.h5,transfered successed,673250
3605906_0040.h5,transfered successed,1054625
3605906_0043.h5,transfered successed,118500
3605906_0046.h5,transfered successed,239000
3605906_0058.h5,transfered successed,762375
3605906_0061.h5,transfered successed,568250
3605906_0064.h5,transfered successed,223500
3605906_0067.h5,transfered successed,501125
3605906_0070.h5,transfered successed,163000
3605906_0073.h5,transfered successed,510750
3605906_0075.h5,transfered successed,127500
3605906_0081.h5,transfered successed,935750
3605906_0084.h5,transfered successed,964250
3611314_0006.h5,transfered successed,137000
3611314_0009.h5,transfered successed,3182250
3611314_0015.h5,transfered successed,517250
3611314_0018.h5,transfered successed,4668875
3611656_0027.h5,transfered successed,438500
3611656_0034.h5,transfered successed,1581000
3611656_0038.h5,transfered successed,580250
3611656_0046.h5,transfered successed,258750
3611656_0049.h5,transfered successed,463875
3611656_0052.h5,transfered successed,88125
3611656_0078.h5,transfered successed,1474750
3611656_0086.h5,transfered successed,524000
3611656_0089.h5,transfered successed,321875
3611656_0095.h5,transfered successed,271000
3611656_0098.h5,transfered successed,1602375
3611656_0101.h5,transfered successed,755875
3611656_0107.h5,transfered successed,621375
3611656_0115.h5,transfered successed,219125
3611656_0121.h5,transfered successed,1495125
3611656_0124.h5,transfered successed,724000
3611656_0127.h5,transfered successed,224375
3611656_0140.h5,transfered successed,753750
3611656_0143.h5,transfered successed,1104375
3614720_0006.h5,transfered successed,2257250
3614720_0008.h5,transfered successed,566250
3617496_0003.h5,transfered successed,5040500
3618065_0006.h5,transfered successed,180750
3618065_0012.h5,transfered successed,106000
3618065_0021.h5,transfered successed,803375
3618065_0024.h5,transfered successed,259375
3618065_0027.h5,transfered successed,4802375
3618065_0034.h5,transfered successed,3295500
3618065_0037.h5,transfered successed,1091500
3618065_0040.h5,transfered successed,2554125
3618065_0043.h5,transfered successed,2172125
3618065_0046.h5,transfered successed,1099750
3618065_0049.h5,transfered successed,2680375
3618065_0054.h5,transfered successed,1537875
3618065_0056.h5,transfered successed,3618625
3618373_0010.h5,transfered successed,272125
3618373_0013.h5,transfered successed,445125
3618373_0022.h5,transfered successed,1368375
3618373_0037.h5,transfered successed,413875
3618373_0040.h5,transfered successed,984125
3618373_0043.h5,transfered successed,1692625
3618373_0051.h5,transfered successed,1475500
3622651_0011.h5,transfered successed,451000
3622651_0012.h5,transfered successed,821625
3622651_0021.h5,transfered successed,364625
3622651_0024.h5,transfered successed,1663375
3622651_0030.h5,transfered successed,774750
3622651_0036.h5,transfered successed,2816750
3622651_0042.h5,transfered successed,1753125
3623745_0017.h5,transfered successed,395625
3623745_0029.h5,transfered successed,213500
3623745_0047.h5,transfered successed,328875
3623745_0050.h5,transfered successed,1294750
3623745_0066.h5,transfered successed,3097375
3623745_0067.h5,transfered successed,1857875
3624012_0005.h5,transfered successed,885000
3625297_0017.h5,transfered successed,3938500
3625297_0020.h5,transfered successed,4480500
3625297_0022.h5,transfered successed,4435625
3625297_0024.h5,transfered successed,1276625
3625297_0026.h5,transfered successed,729875
3625297_0051.h5,transfered successed,315125
3625636_0014.h5,transfered successed,128875
3625636_0016.h5,transfered successed,7982375
3625636_0018.h5,transfered successed,5204500
3625636_0044.h5,transfered successed,5223375
3625636_0074.h5,transfered successed,8888250
3626230_0002.h5,transfered successed,695250
3626230_0007.h5,transfered successed,14916125
3626308_0010.h5,transfered successed,1975000
